"Notes","Year","Year Code","Month","Month Code",Deaths,Population,Crude Rate
,"2010","2010","Jan., 2010","2010/01",1102,Not Applicable,Not Applicable
,"2010","2010","Feb., 2010","2010/02",961,Not Applicable,Not Applicable
,"2010","2010","Mar., 2010","2010/03",1126,Not Applicable,Not Applicable
,"2010","2010","Apr., 2010","2010/04",1154,Not Applicable,Not Applicable
,"2010","2010","May, 2010","2010/05",1234,Not Applicable,Not Applicable
,"2010","2010","Jun., 2010","2010/06",1248,Not Applicable,Not Applicable
,"2010","2010","Jul., 2010","2010/07",1284,Not Applicable,Not Applicable
,"2010","2010","Aug., 2010","2010/08",1248,Not Applicable,Not Applicable
,"2010","2010","Sep., 2010","2010/09",1128,Not Applicable,Not Applicable
,"2010","2010","Oct., 2010","2010/10",1188,Not Applicable,Not Applicable
,"2010","2010","Nov., 2010","2010/11",1080,Not Applicable,Not Applicable
,"2010","2010","Dec., 2010","2010/12",1083,Not Applicable,Not Applicable
"Total","2010","2010",,,13836,Not Applicable,Not Applicable
,"2011","2011","Jan., 2011","2011/01",1021,Not Applicable,Not Applicable
,"2011","2011","Feb., 2011","2011/02",1029,Not Applicable,Not Applicable
,"2011","2011","Mar., 2011","2011/03",1097,Not Applicable,Not Applicable
,"2011","2011","Apr., 2011","2011/04",1097,Not Applicable,Not Applicable
,"2011","2011","May, 2011","2011/05",1170,Not Applicable,Not Applicable
,"2011","2011","Jun., 2011","2011/06",1206,Not Applicable,Not Applicable
,"2011","2011","Jul., 2011","2011/07",1309,Not Applicable,Not Applicable
,"2011","2011","Aug., 2011","2011/08",1221,Not Applicable,Not Applicable
,"2011","2011","Sep., 2011","2011/09",1079,Not Applicable,Not Applicable
,"2011","2011","Oct., 2011","2011/10",1162,Not Applicable,Not Applicable
,"2011","2011","Nov., 2011","2011/11",1113,Not Applicable,Not Applicable
,"2011","2011","Dec., 2011","2011/12",1040,Not Applicable,Not Applicable
"Total","2011","2011",,,13544,Not Applicable,Not Applicable
,"2012","2012","Jan., 2012","2012/01",1069,Not Applicable,Not Applicable
,"2012","2012","Feb., 2012","2012/02",933,Not Applicable,Not Applicable
,"2012","2012","Mar., 2012","2012/03",1080,Not Applicable,Not Applicable
,"2012","2012","Apr., 2012","2012/04",1068,Not Applicable,Not Applicable
,"2012","2012","May, 2012","2012/05",1068,Not Applicable,Not Applicable
,"2012","2012","Jun., 2012","2012/06",1177,Not Applicable,Not Applicable
,"2012","2012","Jul., 2012","2012/07",1259,Not Applicable,Not Applicable
,"2012","2012","Aug., 2012","2012/08",1084,Not Applicable,Not Applicable
,"2012","2012","Sep., 2012","2012/09",1095,Not Applicable,Not Applicable
,"2012","2012","Oct., 2012","2012/10",1040,Not Applicable,Not Applicable
,"2012","2012","Nov., 2012","2012/11",1049,Not Applicable,Not Applicable
,"2012","2012","Dec., 2012","2012/12",1018,Not Applicable,Not Applicable
"Total","2012","2012",,,12940,Not Applicable,Not Applicable
,"2013","2013","Jan., 2013","2013/01",1019,Not Applicable,Not Applicable
,"2013","2013","Feb., 2013","2013/02",887,Not Applicable,Not Applicable
,"2013","2013","Mar., 2013","2013/03",1121,Not Applicable,Not Applicable
,"2013","2013","Apr., 2013","2013/04",1013,Not Applicable,Not Applicable
,"2013","2013","May, 2013","2013/05",1018,Not Applicable,Not Applicable
,"2013","2013","Jun., 2013","2013/06",1127,Not Applicable,Not Applicable
,"2013","2013","Jul., 2013","2013/07",1123,Not Applicable,Not Applicable
,"2013","2013","Aug., 2013","2013/08",1112,Not Applicable,Not Applicable
,"2013","2013","Sep., 2013","2013/09",1007,Not Applicable,Not Applicable
,"2013","2013","Oct., 2013","2013/10",967,Not Applicable,Not Applicable
,"2013","2013","Nov., 2013","2013/11",989,Not Applicable,Not Applicable
,"2013","2013","Dec., 2013","2013/12",1010,Not Applicable,Not Applicable
"Total","2013","2013",,,12393,Not Applicable,Not Applicable
,"2014","2014","Jan., 2014","2014/01",1036,Not Applicable,Not Applicable
,"2014","2014","Feb., 2014","2014/02",849,Not Applicable,Not Applicable
,"2014","2014","Mar., 2014","2014/03",1014,Not Applicable,Not Applicable
,"2014","2014","Apr., 2014","2014/04",991,Not Applicable,Not Applicable
,"2014","2014","May, 2014","2014/05",1002,Not Applicable,Not Applicable
,"2014","2014","Jun., 2014","2014/06",1110,Not Applicable,Not Applicable
,"2014","2014","Jul., 2014","2014/07",1110,Not Applicable,Not Applicable
,"2014","2014","Aug., 2014","2014/08",1160,Not Applicable,Not Applicable
,"2014","2014","Sep., 2014","2014/09",973,Not Applicable,Not Applicable
,"2014","2014","Oct., 2014","2014/10",1057,Not Applicable,Not Applicable
,"2014","2014","Nov., 2014","2014/11",1100,Not Applicable,Not Applicable
,"2014","2014","Dec., 2014","2014/12",1077,Not Applicable,Not Applicable
"Total","2014","2014",,,12479,Not Applicable,Not Applicable
,"2015","2015","Jan., 2015","2015/01",1119,Not Applicable,Not Applicable
,"2015","2015","Feb., 2015","2015/02",934,Not Applicable,Not Applicable
,"2015","2015","Mar., 2015","2015/03",1045,Not Applicable,Not Applicable
,"2015","2015","Apr., 2015","2015/04",1055,Not Applicable,Not Applicable
,"2015","2015","May, 2015","2015/05",1163,Not Applicable,Not Applicable
,"2015","2015","Jun., 2015","2015/06",1137,Not Applicable,Not Applicable
,"2015","2015","Jul., 2015","2015/07",1243,Not Applicable,Not Applicable
,"2015","2015","Aug., 2015","2015/08",1182,Not Applicable,Not Applicable
,"2015","2015","Sep., 2015","2015/09",1041,Not Applicable,Not Applicable
,"2015","2015","Oct., 2015","2015/10",1100,Not Applicable,Not Applicable
,"2015","2015","Nov., 2015","2015/11",1077,Not Applicable,Not Applicable
,"2015","2015","Dec., 2015","2015/12",1099,Not Applicable,Not Applicable
"Total","2015","2015",,,13195,Not Applicable,Not Applicable
,"2016","2016","Jan., 2016","2016/01",1122,Not Applicable,Not Applicable
,"2016","2016","Feb., 2016","2016/02",1051,Not Applicable,Not Applicable
,"2016","2016","Mar., 2016","2016/03",1160,Not Applicable,Not Applicable
,"2016","2016","Apr., 2016","2016/04",1050,Not Applicable,Not Applicable
,"2016","2016","May, 2016","2016/05",1210,Not Applicable,Not Applicable
,"2016","2016","Jun., 2016","2016/06",1239,Not Applicable,Not Applicable
,"2016","2016","Jul., 2016","2016/07",1205,Not Applicable,Not Applicable
,"2016","2016","Aug., 2016","2016/08",1215,Not Applicable,Not Applicable
,"2016","2016","Sep., 2016","2016/09",1039,Not Applicable,Not Applicable
,"2016","2016","Oct., 2016","2016/10",1179,Not Applicable,Not Applicable
,"2016","2016","Nov., 2016","2016/11",1209,Not Applicable,Not Applicable
,"2016","2016","Dec., 2016","2016/12",1146,Not Applicable,Not Applicable
"Total","2016","2016",,,13825,Not Applicable,Not Applicable
,"2017","2017","Jan., 2017","2017/01",1166,Not Applicable,Not Applicable
,"2017","2017","Feb., 2017","2017/02",1003,Not Applicable,Not Applicable
,"2017","2017","Mar., 2017","2017/03",1169,Not Applicable,Not Applicable
,"2017","2017","Apr., 2017","2017/04",1162,Not Applicable,Not Applicable
,"2017","2017","May, 2017","2017/05",1265,Not Applicable,Not Applicable
,"2017","2017","Jun., 2017","2017/06",1241,Not Applicable,Not Applicable
,"2017","2017","Jul., 2017","2017/07",1250,Not Applicable,Not Applicable
,"2017","2017","Aug., 2017","2017/08",1204,Not Applicable,Not Applicable
,"2017","2017","Sep., 2017","2017/09",1103,Not Applicable,Not Applicable
,"2017","2017","Oct., 2017","2017/10",1183,Not Applicable,Not Applicable
,"2017","2017","Nov., 2017","2017/11",1158,Not Applicable,Not Applicable
,"2017","2017","Dec., 2017","2017/12",1199,Not Applicable,Not Applicable
"Total","2017","2017",,,14103,Not Applicable,Not Applicable
,"2018","2018","Jan., 2018","2018/01",1177,Not Applicable,Not Applicable
,"2018","2018","Feb., 2018","2018/02",1064,Not Applicable,Not Applicable
,"2018","2018","Mar., 2018","2018/03",1104,Not Applicable,Not Applicable
,"2018","2018","Apr., 2018","2018/04",1062,Not Applicable,Not Applicable
,"2018","2018","May, 2018","2018/05",1206,Not Applicable,Not Applicable
,"2018","2018","Jun., 2018","2018/06",1181,Not Applicable,Not Applicable
,"2018","2018","Jul., 2018","2018/07",1214,Not Applicable,Not Applicable
,"2018","2018","Aug., 2018","2018/08",1081,Not Applicable,Not Applicable
,"2018","2018","Sep., 2018","2018/09",1125,Not Applicable,Not Applicable
,"2018","2018","Oct., 2018","2018/10",1137,Not Applicable,Not Applicable
,"2018","2018","Nov., 2018","2018/11",1079,Not Applicable,Not Applicable
,"2018","2018","Dec., 2018","2018/12",1070,Not Applicable,Not Applicable
"Total","2018","2018",,,13500,Not Applicable,Not Applicable
,"2019","2019","Jan., 2019","2019/01",1043,Not Applicable,Not Applicable
,"2019","2019","Feb., 2019","2019/02",972,Not Applicable,Not Applicable
,"2019","2019","Mar., 2019","2019/03",1073,Not Applicable,Not Applicable
,"2019","2019","Apr., 2019","2019/04",1096,Not Applicable,Not Applicable
,"2019","2019","May, 2019","2019/05",1172,Not Applicable,Not Applicable
,"2019","2019","Jun., 2019","2019/06",1226,Not Applicable,Not Applicable
,"2019","2019","Jul., 2019","2019/07",1166,Not Applicable,Not Applicable
,"2019","2019","Aug., 2019","2019/08",1134,Not Applicable,Not Applicable
,"2019","2019","Sep., 2019","2019/09",1129,Not Applicable,Not Applicable
,"2019","2019","Oct., 2019","2019/10",1159,Not Applicable,Not Applicable
,"2019","2019","Nov., 2019","2019/11",1119,Not Applicable,Not Applicable
,"2019","2019","Dec., 2019","2019/12",1133,Not Applicable,Not Applicable
"Total","2019","2019",,,13422,Not Applicable,Not Applicable
,"2020 ","2020","Jan., 2020 ","2020/01",1216,Not Applicable,Not Applicable
,"2020 ","2020","Feb., 2020 ","2020/02",1118,Not Applicable,Not Applicable
,"2020 ","2020","Mar., 2020 ","2020/03",1121,Not Applicable,Not Applicable
,"2020 ","2020","Apr., 2020 ","2020/04",1143,Not Applicable,Not Applicable
,"2020 ","2020","May, 2020 ","2020/05",1320,Not Applicable,Not Applicable
,"2020 ","2020","Jun., 2020 ","2020/06",1409,Not Applicable,Not Applicable
,"2020 ","2020","Jul., 2020 ","2020/07",1499,Not Applicable,Not Applicable
,"2020 ","2020","Aug., 2020 ","2020/08",1454,Not Applicable,Not Applicable
,"2020 ","2020","Sep., 2020 ","2020/09",1356,Not Applicable,Not Applicable
,"2020 ","2020","Oct., 2020 ","2020/10",1341,Not Applicable,Not Applicable
,"2020 ","2020","Nov., 2020 ","2020/11",1385,Not Applicable,Not Applicable
,"2020 ","2020","Dec., 2020 ","2020/12",1329,Not Applicable,Not Applicable
"Total","2020 ","2020",,,15691,Not Applicable,Not Applicable
"Total",,,,,336914,Not Applicable,Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"Single-Year Ages: 10 years; 11 years; 12 years; 13 years; 14 years; 15 years; 16 years; 17 years; 18 years; 19 years"
"Group By: Year; Month"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Oct 19, 2023 3:49:39 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Oct 19, 2023 3:49:39 PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when Autopsy, Place of Death, Weekday or Month are grouped by or limited,"
"due to lack of a valid population. More information: http://wonder.cdc.gov/wonder/help/mcd.html#NotApplicableRates."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
