"Notes","Year","Year Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2022 (provisional)","2022","Rhode Island","44",Suppressed,57096,Suppressed
,"2022 (provisional)","2022","South Carolina","45",53,305189,17.4
,"2022 (provisional)","2022","South Dakota","46",Suppressed,61519,Suppressed
,"2022 (provisional)","2022","Tennessee","47",60,422344,14.2
,"2022 (provisional)","2022","Texas","48",264,2087035,12.6
,"2022 (provisional)","2022","Utah","49",36,260885,13.8
,"2022 (provisional)","2022","Vermont","50",0,32115,Unreliable
,"2022 (provisional)","2022","Virginia","51",74,520261,14.2
,"2022 (provisional)","2022","Washington","53",49,471811,10.4
,"2022 (provisional)","2022","West Virginia","54",14,99221,Unreliable
,"2022 (provisional)","2022","Wisconsin","55",57,346824,16.4
,"2022 (provisional)","2022","Wyoming","56",Suppressed,36454,Suppressed
"Total","2022 (provisional)","2022",,,2567,20291548,12.7
,"2023 (provisional and partial)","2023","Alabama","01",37,307465,12.0
,"2023 (provisional and partial)","2023","Alaska","02",Suppressed,51285,Suppressed
,"2023 (provisional and partial)","2023","Arizona","04",51,445488,11.4
,"2023 (provisional and partial)","2023","Arkansas","05",32,193097,16.6
,"2023 (provisional and partial)","2023","California","06",139,2431665,5.7
,"2023 (provisional and partial)","2023","Colorado","08",26,339865,7.7
,"2023 (provisional and partial)","2023","Connecticut","09",Suppressed,195153,Suppressed
,"2023 (provisional and partial)","2023","Delaware","10",Suppressed,57292,Suppressed
,"2023 (provisional and partial)","2023","District of Columbia","11",Suppressed,37809,Suppressed
,"2023 (provisional and partial)","2023","Florida","12",124,1181269,10.5
,"2023 (provisional and partial)","2023","Georgia","13",66,687507,9.6
,"2023 (provisional and partial)","2023","Hawaii","15",Suppressed,88935,Suppressed
,"2023 (provisional and partial)","2023","Idaho","16",13,129429,Unreliable
,"2023 (provisional and partial)","2023","Illinois","17",83,765597,10.8
,"2023 (provisional and partial)","2023","Indiana","18",47,437113,10.8
,"2023 (provisional and partial)","2023","Iowa","19",20,202779,9.9
,"2023 (provisional and partial)","2023","Kansas","20",21,194595,10.8
,"2023 (provisional and partial)","2023","Kentucky","21",26,279964,9.3
,"2023 (provisional and partial)","2023","Louisiana","22",40,301326,13.3
,"2023 (provisional and partial)","2023","Maine","23",Suppressed,68152,Suppressed
,"2023 (provisional and partial)","2023","Maryland","24",38,375916,10.1
,"2023 (provisional and partial)","2023","Massachusetts","25",26,370123,7.0
,"2023 (provisional and partial)","2023","Michigan","26",58,590004,9.8
,"2023 (provisional and partial)","2023","Minnesota","27",22,366552,6.0
,"2023 (provisional and partial)","2023","Mississippi","28",27,185447,14.6
,"2023 (provisional and partial)","2023","Missouri","29",39,379721,10.3
,"2023 (provisional and partial)","2023","Montana","30",Suppressed,66204,Suppressed
,"2023 (provisional and partial)","2023","Nebraska","31",10,134800,Unreliable
,"2023 (provisional and partial)","2023","Nevada","32",19,193363,Unreliable
,"2023 (provisional and partial)","2023","New Hampshire","33",Suppressed,69102,Suppressed
,"2023 (provisional and partial)","2023","New Jersey","34",43,552745,7.8
,"2023 (provisional and partial)","2023","New Mexico","35",14,129577,Unreliable
,"2023 (provisional and partial)","2023","New York","36",101,1139585,8.9
,"2023 (provisional and partial)","2023","North Carolina","37",73,626224,11.7
,"2023 (provisional and partial)","2023","North Dakota","38",Suppressed,53299,Suppressed
,"2023 (provisional and partial)","2023","Ohio","39",80,718318,11.1
,"2023 (provisional and partial)","2023","Oklahoma","40",35,269611,13.0
,"2023 (provisional and partial)","2023","Oregon","41",15,239614,Unreliable
,"2023 (provisional and partial)","2023","Pennsylvania","42",67,734804,9.1
,"2023 (provisional and partial)","2023","Rhode Island","44",Suppressed,57096,Suppressed
,"2023 (provisional and partial)","2023","South Carolina","45",40,305189,13.1
,"2023 (provisional and partial)","2023","South Dakota","46",Suppressed,61519,Suppressed
,"2023 (provisional and partial)","2023","Tennessee","47",59,422344,14.0
,"2023 (provisional and partial)","2023","Texas","48",175,2087035,8.4
,"2023 (provisional and partial)","2023","Utah","49",25,260885,9.6
,"2023 (provisional and partial)","2023","Vermont","50",Suppressed,32115,Suppressed
,"2023 (provisional and partial)","2023","Virginia","51",52,520261,10.0
,"2023 (provisional and partial)","2023","Washington","53",43,471811,9.1
,"2023 (provisional and partial)","2023","West Virginia","54",Suppressed,99221,Suppressed
,"2023 (provisional and partial)","2023","Wisconsin","55",38,346824,11.0
,"2023 (provisional and partial)","2023","Wyoming","56",Suppressed,36454,Suppressed
"Total","2023 (provisional and partial)","2023",,,1891,20291548,9.3
"Total",,,,,4458,40583096,11.0
