"Notes","MMWR Week","MMWR Week Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2018 Week 04 ending January 27, 2018","2018/04","Rhode Island","44",32,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","South Carolina","45",222,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","South Dakota","46",39,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Tennessee","47",326,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Texas","48",868,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Utah","49",70,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Vermont","50",21,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Virginia","51",283,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Washington","53",214,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","West Virginia","54",113,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Wisconsin","55",196,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Wyoming","56",16,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Alabama","01",238,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Alaska","02",15,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Arizona","04",238,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Arkansas","05",136,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","California","06",1053,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Colorado","08",135,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Connecticut","09",92,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Delaware","10",25,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","District of Columbia","11",18,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Florida","12",844,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Georgia","13",403,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Hawaii","15",52,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Idaho","16",64,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Illinois","17",398,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Indiana","18",275,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Iowa","19",116,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Kansas","20",111,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Kentucky","21",231,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Louisiana","22",232,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Maine","23",52,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Maryland","24",187,Not Applicable,Not Applicable
