"Notes","Year","Year Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2023 (provisional and partial)","2023","Texas","48",14096,1611004,875.0
,"2023 (provisional and partial)","2023","Utah","49",1024,155492,658.6
,"2023 (provisional and partial)","2023","Vermont","50",368,49709,740.3
,"2023 (provisional and partial)","2023","Virginia","51",4451,548027,812.2
,"2023 (provisional and partial)","2023","Washington","53",3600,478957,751.6
,"2023 (provisional and partial)","2023","West Virginia","54",1557,127674,1219.5
,"2023 (provisional and partial)","2023","Wisconsin","55",3153,418336,753.7
,"2023 (provisional and partial)","2023","Wyoming","56",303,40327,751.4
"Total","2023 (provisional and partial)","2023",,,177400,21235750,835.4
"Total",,,,,426590,42471500,1004.4
