"Notes","Year","Year Code","Month","Month Code",Deaths,Population,Crude Rate
,"2001","2001","May, 2001","2001/05",5063,Not Applicable,Not Applicable
,"2001","2001","Jun., 2001","2001/06",4836,Not Applicable,Not Applicable
,"2001","2001","Jul., 2001","2001/07",4973,Not Applicable,Not Applicable
,"2001","2001","Aug., 2001","2001/08",5191,Not Applicable,Not Applicable
,"2001","2001","Sep., 2001","2001/09",5824,Not Applicable,Not Applicable
,"2001","2001","Oct., 2001","2001/10",5030,Not Applicable,Not Applicable
,"2001","2001","Nov., 2001","2001/11",4851,Not Applicable,Not Applicable
,"2001","2001","Dec., 2001","2001/12",4999,Not Applicable,Not Applicable
"Total","2001","2001",,,60367,Not Applicable,Not Applicable
,"2002","2002","Jan., 2002","2002/01",5093,Not Applicable,Not Applicable
,"2002","2002","Feb., 2002","2002/02",4545,Not Applicable,Not Applicable
,"2002","2002","Mar., 2002","2002/03",5033,Not Applicable,Not Applicable
,"2002","2002","Apr., 2002","2002/04",4684,Not Applicable,Not Applicable
,"2002","2002","May, 2002","2002/05",4996,Not Applicable,Not Applicable
,"2002","2002","Jun., 2002","2002/06",4956,Not Applicable,Not Applicable
,"2002","2002","Jul., 2002","2002/07",5066,Not Applicable,Not Applicable
,"2002","2002","Aug., 2002","2002/08",5124,Not Applicable,Not Applicable
,"2002","2002","Sep., 2002","2002/09",4757,Not Applicable,Not Applicable
,"2002","2002","Oct., 2002","2002/10",4803,Not Applicable,Not Applicable
,"2002","2002","Nov., 2002","2002/11",4701,Not Applicable,Not Applicable
,"2002","2002","Dec., 2002","2002/12",4985,Not Applicable,Not Applicable
"Total","2002","2002",,,58743,Not Applicable,Not Applicable
,"2003","2003","Jan., 2003","2003/01",4918,Not Applicable,Not Applicable
,"2003","2003","Feb., 2003","2003/02",4400,Not Applicable,Not Applicable
,"2003","2003","Mar., 2003","2003/03",4849,Not Applicable,Not Applicable
,"2003","2003","Apr., 2003","2003/04",4613,Not Applicable,Not Applicable
,"2003","2003","May, 2003","2003/05",4777,Not Applicable,Not Applicable
,"2003","2003","Jun., 2003","2003/06",4695,Not Applicable,Not Applicable
,"2003","2003","Jul., 2003","2003/07",4922,Not Applicable,Not Applicable
,"2003","2003","Aug., 2003","2003/08",4875,Not Applicable,Not Applicable
,"2003","2003","Sep., 2003","2003/09",4641,Not Applicable,Not Applicable
,"2003","2003","Oct., 2003","2003/10",4783,Not Applicable,Not Applicable
,"2003","2003","Nov., 2003","2003/11",4743,Not Applicable,Not Applicable
,"2003","2003","Dec., 2003","2003/12",4889,Not Applicable,Not Applicable
"Total","2003","2003",,,57105,Not Applicable,Not Applicable
,"2004","2004","Jan., 2004","2004/01",4778,Not Applicable,Not Applicable
,"2004","2004","Feb., 2004","2004/02",4384,Not Applicable,Not Applicable
,"2004","2004","Mar., 2004","2004/03",4623,Not Applicable,Not Applicable
,"2004","2004","Apr., 2004","2004/04",4427,Not Applicable,Not Applicable
,"2004","2004","May, 2004","2004/05",4439,Not Applicable,Not Applicable
,"2004","2004","Jun., 2004","2004/06",4391,Not Applicable,Not Applicable
,"2004","2004","Jul., 2004","2004/07",4667,Not Applicable,Not Applicable
,"2004","2004","Aug., 2004","2004/08",4623,Not Applicable,Not Applicable
,"2004","2004","Sep., 2004","2004/09",4383,Not Applicable,Not Applicable
,"2004","2004","Oct., 2004","2004/10",4592,Not Applicable,Not Applicable
,"2004","2004","Nov., 2004","2004/11",4269,Not Applicable,Not Applicable
,"2004","2004","Dec., 2004","2004/12",4465,Not Applicable,Not Applicable
"Total","2004","2004",,,54041,Not Applicable,Not Applicable
,"2005","2005","Jan., 2005","2005/01",4530,Not Applicable,Not Applicable
,"2005","2005","Feb., 2005","2005/02",4249,Not Applicable,Not Applicable
,"2005","2005","Mar., 2005","2005/03",4603,Not Applicable,Not Applicable
,"2005","2005","Apr., 2005","2005/04",4489,Not Applicable,Not Applicable
,"2005","2005","May, 2005","2005/05",4486,Not Applicable,Not Applicable
,"2005","2005","Jun., 2005","2005/06",4388,Not Applicable,Not Applicable
,"2005","2005","Jul., 2005","2005/07",4696,Not Applicable,Not Applicable
,"2005","2005","Aug., 2005","2005/08",4563,Not Applicable,Not Applicable
,"2005","2005","Sep., 2005","2005/09",4320,Not Applicable,Not Applicable
,"2005","2005","Oct., 2005","2005/10",4555,Not Applicable,Not Applicable
,"2005","2005","Nov., 2005","2005/11",4302,Not Applicable,Not Applicable
,"2005","2005","Dec., 2005","2005/12",4596,Not Applicable,Not Applicable
"Total","2005","2005",,,53777,Not Applicable,Not Applicable
,"2006","2006","Jan., 2006","2006/01",4564,Not Applicable,Not Applicable
,"2006","2006","Feb., 2006","2006/02",4052,Not Applicable,Not Applicable
,"2006","2006","Mar., 2006","2006/03",4519,Not Applicable,Not Applicable
,"2006","2006","Apr., 2006","2006/04",4405,Not Applicable,Not Applicable
,"2006","2006","May, 2006","2006/05",4466,Not Applicable,Not Applicable
,"2006","2006","Jun., 2006","2006/06",4463,Not Applicable,Not Applicable
,"2006","2006","Jul., 2006","2006/07",4854,Not Applicable,Not Applicable
,"2006","2006","Aug., 2006","2006/08",4637,Not Applicable,Not Applicable
,"2006","2006","Sep., 2006","2006/09",4328,Not Applicable,Not Applicable
,"2006","2006","Oct., 2006","2006/10",4409,Not Applicable,Not Applicable
,"2006","2006","Nov., 2006","2006/11",4280,Not Applicable,Not Applicable
,"2006","2006","Dec., 2006","2006/12",4577,Not Applicable,Not Applicable
"Total","2006","2006",,,53554,Not Applicable,Not Applicable
,"2007","2007","Jan., 2007","2007/01",4429,Not Applicable,Not Applicable
,"2007","2007","Feb., 2007","2007/02",4135,Not Applicable,Not Applicable
,"2007","2007","Mar., 2007","2007/03",4535,Not Applicable,Not Applicable
,"2007","2007","Apr., 2007","2007/04",4216,Not Applicable,Not Applicable
,"2007","2007","May, 2007","2007/05",4463,Not Applicable,Not Applicable
,"2007","2007","Jun., 2007","2007/06",4356,Not Applicable,Not Applicable
,"2007","2007","Jul., 2007","2007/07",4575,Not Applicable,Not Applicable
,"2007","2007","Aug., 2007","2007/08",4639,Not Applicable,Not Applicable
,"2007","2007","Sep., 2007","2007/09",4359,Not Applicable,Not Applicable
,"2007","2007","Oct., 2007","2007/10",4300,Not Applicable,Not Applicable
,"2007","2007","Nov., 2007","2007/11",4161,Not Applicable,Not Applicable
,"2007","2007","Dec., 2007","2007/12",4354,Not Applicable,Not Applicable
"Total","2007","2007",,,52522,Not Applicable,Not Applicable
,"2008","2008","Jan., 2008","2008/01",4407,Not Applicable,Not Applicable
,"2008","2008","Feb., 2008","2008/02",4317,Not Applicable,Not Applicable
,"2008","2008","Mar., 2008","2008/03",4346,Not Applicable,Not Applicable
,"2008","2008","Apr., 2008","2008/04",4162,Not Applicable,Not Applicable
,"2008","2008","May, 2008","2008/05",4289,Not Applicable,Not Applicable
,"2008","2008","Jun., 2008","2008/06",4285,Not Applicable,Not Applicable
,"2008","2008","Jul., 2008","2008/07",4444,Not Applicable,Not Applicable
,"2008","2008","Aug., 2008","2008/08",4342,Not Applicable,Not Applicable
,"2008","2008","Sep., 2008","2008/09",4128,Not Applicable,Not Applicable
,"2008","2008","Oct., 2008","2008/10",4246,Not Applicable,Not Applicable
,"2008","2008","Nov., 2008","2008/11",4110,Not Applicable,Not Applicable
,"2008","2008","Dec., 2008","2008/12",4277,Not Applicable,Not Applicable
"Total","2008","2008",,,51353,Not Applicable,Not Applicable
,"2009","2009","Jan., 2009","2009/01",4469,Not Applicable,Not Applicable
,"2009","2009","Feb., 2009","2009/02",4083,Not Applicable,Not Applicable
,"2009","2009","Mar., 2009","2009/03",4359,Not Applicable,Not Applicable
,"2009","2009","Apr., 2009","2009/04",4090,Not Applicable,Not Applicable
,"2009","2009","May, 2009","2009/05",4318,Not Applicable,Not Applicable
,"2009","2009","Jun., 2009","2009/06",4355,Not Applicable,Not Applicable
,"2009","2009","Jul., 2009","2009/07",4331,Not Applicable,Not Applicable
,"2009","2009","Aug., 2009","2009/08",4260,Not Applicable,Not Applicable
,"2009","2009","Sep., 2009","2009/09",4182,Not Applicable,Not Applicable
,"2009","2009","Oct., 2009","2009/10",4432,Not Applicable,Not Applicable
,"2009","2009","Nov., 2009","2009/11",4245,Not Applicable,Not Applicable
,"2009","2009","Dec., 2009","2009/12",4276,Not Applicable,Not Applicable
"Total","2009","2009",,,51400,Not Applicable,Not Applicable
,"2010","2010","Jan., 2010","2010/01",4249,Not Applicable,Not Applicable
,"2010","2010","Feb., 2010","2010/02",3841,Not Applicable,Not Applicable
,"2010","2010","Mar., 2010","2010/03",4304,Not Applicable,Not Applicable
,"2010","2010","Apr., 2010","2010/04",3999,Not Applicable,Not Applicable
,"2010","2010","May, 2010","2010/05",4378,Not Applicable,Not Applicable
,"2010","2010","Jun., 2010","2010/06",4107,Not Applicable,Not Applicable
,"2010","2010","Jul., 2010","2010/07",4316,Not Applicable,Not Applicable
,"2010","2010","Aug., 2010","2010/08",4328,Not Applicable,Not Applicable
,"2010","2010","Sep., 2010","2010/09",3981,Not Applicable,Not Applicable
,"2010","2010","Oct., 2010","2010/10",4210,Not Applicable,Not Applicable
,"2010","2010","Nov., 2010","2010/11",4066,Not Applicable,Not Applicable
,"2010","2010","Dec., 2010","2010/12",4229,Not Applicable,Not Applicable
"Total","2010","2010",,,50008,Not Applicable,Not Applicable
,"2011","2011","Jan., 2011","2011/01",4352,Not Applicable,Not Applicable
,"2011","2011","Feb., 2011","2011/02",3965,Not Applicable,Not Applicable
,"2011","2011","Mar., 2011","2011/03",4243,Not Applicable,Not Applicable
,"2011","2011","Apr., 2011","2011/04",4184,Not Applicable,Not Applicable
,"2011","2011","May, 2011","2011/05",4353,Not Applicable,Not Applicable
,"2011","2011","Jun., 2011","2011/06",4211,Not Applicable,Not Applicable
,"2011","2011","Jul., 2011","2011/07",4531,Not Applicable,Not Applicable
,"2011","2011","Aug., 2011","2011/08",4278,Not Applicable,Not Applicable
,"2011","2011","Sep., 2011","2011/09",4106,Not Applicable,Not Applicable
,"2011","2011","Oct., 2011","2011/10",4251,Not Applicable,Not Applicable
,"2011","2011","Nov., 2011","2011/11",4076,Not Applicable,Not Applicable
,"2011","2011","Dec., 2011","2011/12",4104,Not Applicable,Not Applicable
"Total","2011","2011",,,50654,Not Applicable,Not Applicable
,"2012","2012","Jan., 2012","2012/01",4233,Not Applicable,Not Applicable
,"2012","2012","Feb., 2012","2012/02",3947,Not Applicable,Not Applicable
,"2012","2012","Mar., 2012","2012/03",4254,Not Applicable,Not Applicable
,"2012","2012","Apr., 2012","2012/04",3968,Not Applicable,Not Applicable
,"2012","2012","May, 2012","2012/05",4315,Not Applicable,Not Applicable
,"2012","2012","Jun., 2012","2012/06",4307,Not Applicable,Not Applicable
,"2012","2012","Jul., 2012","2012/07",4602,Not Applicable,Not Applicable
,"2012","2012","Aug., 2012","2012/08",4355,Not Applicable,Not Applicable
,"2012","2012","Sep., 2012","2012/09",4154,Not Applicable,Not Applicable
,"2012","2012","Oct., 2012","2012/10",4201,Not Applicable,Not Applicable
,"2012","2012","Nov., 2012","2012/11",4167,Not Applicable,Not Applicable
,"2012","2012","Dec., 2012","2012/12",4468,Not Applicable,Not Applicable
"Total","2012","2012",,,50971,Not Applicable,Not Applicable
,"2013","2013","Jan., 2013","2013/01",4339,Not Applicable,Not Applicable
,"2013","2013","Feb., 2013","2013/02",4001,Not Applicable,Not Applicable
,"2013","2013","Mar., 2013","2013/03",4495,Not Applicable,Not Applicable
,"2013","2013","Apr., 2013","2013/04",4261,Not Applicable,Not Applicable
,"2013","2013","May, 2013","2013/05",4241,Not Applicable,Not Applicable
,"2013","2013","Jun., 2013","2013/06",4348,Not Applicable,Not Applicable
,"2013","2013","Jul., 2013","2013/07",4550,Not Applicable,Not Applicable
,"2013","2013","Aug., 2013","2013/08",4503,Not Applicable,Not Applicable
,"2013","2013","Sep., 2013","2013/09",4271,Not Applicable,Not Applicable
,"2013","2013","Oct., 2013","2013/10",4316,Not Applicable,Not Applicable
,"2013","2013","Nov., 2013","2013/11",4330,Not Applicable,Not Applicable
,"2013","2013","Dec., 2013","2013/12",4573,Not Applicable,Not Applicable
"Total","2013","2013",,,52228,Not Applicable,Not Applicable
,"2014","2014","Jan., 2014","2014/01",4846,Not Applicable,Not Applicable
,"2014","2014","Feb., 2014","2014/02",4202,Not Applicable,Not Applicable
,"2014","2014","Mar., 2014","2014/03",4470,Not Applicable,Not Applicable
,"2014","2014","Apr., 2014","2014/04",4298,Not Applicable,Not Applicable
,"2014","2014","May, 2014","2014/05",4493,Not Applicable,Not Applicable
,"2014","2014","Jun., 2014","2014/06",4453,Not Applicable,Not Applicable
,"2014","2014","Jul., 2014","2014/07",4430,Not Applicable,Not Applicable
,"2014","2014","Aug., 2014","2014/08",4685,Not Applicable,Not Applicable
,"2014","2014","Sep., 2014","2014/09",4558,Not Applicable,Not Applicable
,"2014","2014","Oct., 2014","2014/10",4587,Not Applicable,Not Applicable
,"2014","2014","Nov., 2014","2014/11",4723,Not Applicable,Not Applicable
,"2014","2014","Dec., 2014","2014/12",4832,Not Applicable,Not Applicable
"Total","2014","2014",,,54577,Not Applicable,Not Applicable
,"2015","2015","Jan., 2015","2015/01",4883,Not Applicable,Not Applicable
,"2015","2015","Feb., 2015","2015/02",4385,Not Applicable,Not Applicable
,"2015","2015","Mar., 2015","2015/03",4965,Not Applicable,Not Applicable
,"2015","2015","Apr., 2015","2015/04",4647,Not Applicable,Not Applicable
,"2015","2015","May, 2015","2015/05",5061,Not Applicable,Not Applicable
,"2015","2015","Jun., 2015","2015/06",4797,Not Applicable,Not Applicable
,"2015","2015","Jul., 2015","2015/07",5155,Not Applicable,Not Applicable
,"2015","2015","Aug., 2015","2015/08",5277,Not Applicable,Not Applicable
,"2015","2015","Sep., 2015","2015/09",4969,Not Applicable,Not Applicable
,"2015","2015","Oct., 2015","2015/10",5039,Not Applicable,Not Applicable
,"2015","2015","Nov., 2015","2015/11",4851,Not Applicable,Not Applicable
,"2015","2015","Dec., 2015","2015/12",5007,Not Applicable,Not Applicable
"Total","2015","2015",,,59036,Not Applicable,Not Applicable
,"2016","2016","Jan., 2016","2016/01",5174,Not Applicable,Not Applicable
,"2016","2016","Feb., 2016","2016/02",5011,Not Applicable,Not Applicable
,"2016","2016","Mar., 2016","2016/03",5389,Not Applicable,Not Applicable
,"2016","2016","Apr., 2016","2016/04",5263,Not Applicable,Not Applicable
,"2016","2016","May, 2016","2016/05",5372,Not Applicable,Not Applicable
,"2016","2016","Jun., 2016","2016/06",5397,Not Applicable,Not Applicable
,"2016","2016","Jul., 2016","2016/07",5857,Not Applicable,Not Applicable
,"2016","2016","Aug., 2016","2016/08",5734,Not Applicable,Not Applicable
,"2016","2016","Sep., 2016","2016/09",5388,Not Applicable,Not Applicable
,"2016","2016","Oct., 2016","2016/10",5753,Not Applicable,Not Applicable
,"2016","2016","Nov., 2016","2016/11",5509,Not Applicable,Not Applicable
,"2016","2016","Dec., 2016","2016/12",5993,Not Applicable,Not Applicable
"Total","2016","2016",,,65840,Not Applicable,Not Applicable
,"2017","2017","Jan., 2017","2017/01",5945,Not Applicable,Not Applicable
,"2017","2017","Feb., 2017","2017/02",5226,Not Applicable,Not Applicable
,"2017","2017","Mar., 2017","2017/03",5804,Not Applicable,Not Applicable
,"2017","2017","Apr., 2017","2017/04",5580,Not Applicable,Not Applicable
,"2017","2017","May, 2017","2017/05",5746,Not Applicable,Not Applicable
,"2017","2017","Jun., 2017","2017/06",5716,Not Applicable,Not Applicable
,"2017","2017","Jul., 2017","2017/07",5976,Not Applicable,Not Applicable
,"2017","2017","Aug., 2017","2017/08",5964,Not Applicable,Not Applicable
,"2017","2017","Sep., 2017","2017/09",5637,Not Applicable,Not Applicable
,"2017","2017","Oct., 2017","2017/10",5697,Not Applicable,Not Applicable
,"2017","2017","Nov., 2017","2017/11",5602,Not Applicable,Not Applicable
,"2017","2017","Dec., 2017","2017/12",5947,Not Applicable,Not Applicable
"Total","2017","2017",,,68840,Not Applicable,Not Applicable
,"2018","2018","Jan., 2018","2018/01",6059,Not Applicable,Not Applicable
,"2018","2018","Feb., 2018","2018/02",5315,Not Applicable,Not Applicable
,"2018","2018","Mar., 2018","2018/03",5757,Not Applicable,Not Applicable
,"2018","2018","Apr., 2018","2018/04",5432,Not Applicable,Not Applicable
,"2018","2018","May, 2018","2018/05",5763,Not Applicable,Not Applicable
,"2018","2018","Jun., 2018","2018/06",5916,Not Applicable,Not Applicable
,"2018","2018","Jul., 2018","2018/07",6056,Not Applicable,Not Applicable
,"2018","2018","Aug., 2018","2018/08",5897,Not Applicable,Not Applicable
,"2018","2018","Sep., 2018","2018/09",5763,Not Applicable,Not Applicable
,"2018","2018","Oct., 2018","2018/10",5720,Not Applicable,Not Applicable
,"2018","2018","Nov., 2018","2018/11",5512,Not Applicable,Not Applicable
,"2018","2018","Dec., 2018","2018/12",5810,Not Applicable,Not Applicable
"Total","2018","2018",,,69000,Not Applicable,Not Applicable
,"2019","2019","Jan., 2019","2019/01",5752,Not Applicable,Not Applicable
,"2019","2019","Feb., 2019","2019/02",5202,Not Applicable,Not Applicable
,"2019","2019","Mar., 2019","2019/03",5971,Not Applicable,Not Applicable
,"2019","2019","Apr., 2019","2019/04",5657,Not Applicable,Not Applicable
,"2019","2019","May, 2019","2019/05",6041,Not Applicable,Not Applicable
,"2019","2019","Jun., 2019","2019/06",5920,Not Applicable,Not Applicable
,"2019","2019","Jul., 2019","2019/07",6077,Not Applicable,Not Applicable
,"2019","2019","Aug., 2019","2019/08",6134,Not Applicable,Not Applicable
,"2019","2019","Sep., 2019","2019/09",5903,Not Applicable,Not Applicable
,"2019","2019","Oct., 2019","2019/10",5995,Not Applicable,Not Applicable
,"2019","2019","Nov., 2019","2019/11",5877,Not Applicable,Not Applicable
,"2019","2019","Dec., 2019","2019/12",6318,Not Applicable,Not Applicable
"Total","2019","2019",,,70847,Not Applicable,Not Applicable
,"2020 ","2020","Jan., 2020 ","2020/01",6440,Not Applicable,Not Applicable
,"2020 ","2020","Feb., 2020 ","2020/02",5959,Not Applicable,Not Applicable
,"2020 ","2020","Mar., 2020 ","2020/03",6725,Not Applicable,Not Applicable
,"2020 ","2020","Apr., 2020 ","2020/04",7397,Not Applicable,Not Applicable
,"2020 ","2020","May, 2020 ","2020/05",7966,Not Applicable,Not Applicable
,"2020 ","2020","Jun., 2020 ","2020/06",7628,Not Applicable,Not Applicable
,"2020 ","2020","Jul., 2020 ","2020/07",8332,Not Applicable,Not Applicable
,"2020 ","2020","Aug., 2020 ","2020/08",8107,Not Applicable,Not Applicable
,"2020 ","2020","Sep., 2020 ","2020/09",7283,Not Applicable,Not Applicable
,"2020 ","2020","Oct., 2020 ","2020/10",7391,Not Applicable,Not Applicable
,"2020 ","2020","Nov., 2020 ","2020/11",7639,Not Applicable,Not Applicable
,"2020 ","2020","Dec., 2020 ","2020/12",8004,Not Applicable,Not Applicable
"Total","2020 ","2020",,,88871,Not Applicable,Not Applicable
"Total",,,,,1292811,Not Applicable,Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"Single-Year Ages: 30 years; 31 years; 32 years; 33 years; 34 years; 35 years; 36 years; 37 years; 38 years; 39 years"
"Group By: Year; Month"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Oct 19, 2023 3:50:14 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Oct 19, 2023 3:50:14 PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when Autopsy, Place of Death, Weekday or Month are grouped by or limited,"
"due to lack of a valid population. More information: http://wonder.cdc.gov/wonder/help/mcd.html#NotApplicableRates."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
